Sentiment	SentimentText
-1	holidai messag 37-minut santa vs snowman leav lot desir 
-1	hawke' film bore pretenti wast nearli two hour doesn't tell you anyth except chelsea hotel todai popul whini pathet starv untal artist 
-1	good-look but relentlessli lowbrow out plai like clueless doe south fork 
1	it' funni touch dramat forc beautifulli shot 
-1	mawkish self-parodi plai like some weird masterpiec theater sketch neither point view nor compel reason be 
-1	meander between it power moment 
-1	result gaudi bag stale candi someth halloween di 
-1	 contain veri few laugh even less surpris 
1	tug war ensu much snapshot modern china microcosm crash cours movi mytholog 
-1	if you curiou see darker side what' go young tv actor ( dawson leeri did what ? ! ? ) see some interest storytel devic you might want check out but there' noth veri attract about movi 
-1	lisa rinzler' cinematographi mai love but love liza' tale itself virtual collaps inhal blackout maintain conscious just long enough achiev callow pretens 
-1	will go so long moviego anxiou see strang young gui do strang gui thing 
-1	where film falter it tone 
1	here' yet anoth studio horror franchis muck up it storylin glitch casual fan could correct their sleep but taken stylish energet one-shot queen damn cannot said suck 
1	it' sweet laugh-a-minut crowd pleaser lift your spirit well corner your mouth 
-1	complex sinuous plot somehow off-puttingli cold 
-1	script' judgment sens weight wai wai off 
1	taut sober film 
1	engagingli captur madden magnet ebb flow friendship 
-1	unencourag threefold expans former mtv seri accompani stunt-hungri dimwit random seri collect gag prank pratfal dare injuri etc 
-1	high crime carri almost no organ intrigu government/ marine/leg mysteri that' becaus movi serv up all stuff nearli sublimin old-hat provinc male intrigu 
1	exampl quiet confid craftsmanship tell sweet charm tale intergalact friendship 
1	stori determin woman' courag find her husband war zone offer win perform some effect moment 
-1	get old quickli watch barbershop again if you'r need cube fix--thi isn't worth sit through 
1	doe impress job relat complic histori war fill background 
1	if you love music i do it hard imagin have more fun watch documentari 
1	like seri movi funni smart visual invent most all aliv 
1	sayl make statement about inabl dream aspir carri forward next gener 
1	matur deepli felt fantasi director' travel through 300 year russian histori 
-1	wasabi slight fare inde entir project have feel someth toss off quickli ( like on hubert' punch ) but should go down smoothli enough popcorn 
-1	make like titl dodg on 
1	highli recommend engross stori about horrifi histor event element contribut 
1	often-hilari farc manag gener belli laugh lowbrow comedi without sacrif it high-mind appeal 
-1	egoyan' movi too complic sustain involv if you'll excus littl critic heresi too intellectu ambiti 
1	beautifulli observ miracul unsentiment comedy-drama 
1	passion irrat long-suff but cruel tarantula helga figur promin movi help keep proceed funni grown-up rugrat 
1	prepar cling edg your seat tens suspens ring never let you off hook 
-1	roman polanski direct pianist like surgeon mend broken heart ; veri meticul but without ani passion 
-1	gener slasher-movi nonsens but it' not without style 
-1	zaidan' script ha bare enough plot string stunt togeth not quit enough character keep face straight 
1	time rumor angel plai like extend episod touch angel -- littl too much danc few too mani weep scene -- but i like it heart it spirit 
-1	barnei throw awai goodwil first half hi movi gener orchestr final impenetr dull 
-1	you find yourself root monster horror movi you know pictur troubl 
-1	cold turkei would'v far better titl 
-1	slow dry poorli cast but beautifulli shot 
-1	dramat comedi pleasantli dishonest pat ani hollywood fluff 
1	graphic carnag re-creat war-torn croatia uncomfort time relev sickeningli real 
1	para hitler o mundo era sua tela ; e o horror seu pincel e max retrata est fato com elegant abandono numa trist constata��o da realidad hist�rica 
1	it' smart solid kinetically-charg spy flick worthi coupl hour summertim bucket popcorn noth overli origin mind you but solidli entertain 
-1	histrion muse still elud madonna plai charmless witch she mere charmless witch 
-1	despit perform sustain intellig stanford anoth subtl humour bebe neuwirth older woman who seduc oscar film founder it lack empathi social milieu - rich new york intelligentsia - it off
1	film hoot just good if not better much what' saturdai morn tv especi pseudo-educ stuff we all can't stand 
1	engag crimin romp will have viewer guess just who' be con right up final 
-1	loud witless mess ha none charm littl intrigu tv seri 
-1	piec channel 5 grade trash quit frankli insult intellig true genr enthusiast 
-1	few piec film buzz whir ; veri littl actual click thing just never get off ground 
1	like it titl charact nichola nicklebi find itself reduc circumst -- also like it hero remain brightli optimist come through end 
1	red dragon less baroqu showi hannib less emotion affect silenc but like silenc it' movi get under your skin 
-1	warmed-ov tarantino wai wannab elmor leonard 
1	she' all-pow voic pop-cyb cultur feed her bjork 
-1	film' overal mood focu interest but constantli unfulfil 
1	meant star war fan give them good time 
1	stir tribut braveri dedic world' report who willingli walk nightmar war not onli record event poster but help us clearli see world our make 
1	fairy-tal formula serv paper skeleton some veri good act dialogu comedi direct especi charm 
1	 understand gener defin it music much music defin gener 
1	on those energet surpris origin pleas almost everyon who see 
1	mostli honest somber pictur reveal itself slowli intellig artfulli 
1	it' sweet funni charm complet delight 
-1	 built premis middle-class arkansa consist monster truck-lov good ol' boi peroxid blond honei whose worldli knowledg come tv rerun supermarket tabloid 
-1	onli thing i laugh peopl who paid see 
-1	most support charact eastwood film weak most subplot one' weaker most 
1	mute freak-out
1	involv inspir drama sometim fall prei it sob-stori trap 
-1	paint backdrop movi more aliv it charact you know you'r troubl 
1	rare movi more movi go 
-1	soulless jumbl ineptli assembl clich pabulum plai like 95-minut commerci nba properti 
1	endearingli offbeat romant comedi great meet-cut gimmick 
1	pleasant enough comedi should have found summer place 
-1	overproduc gener disappoint effort isn't like rous rush hour crowd 
-1	see clockstopp if you have noth better do 94 minut but warn you too mai feel time ha decid stand still batteri your watch ha di 
-1	wow i have not disappoint movi long time 
1	melancholi emot film 
1	movi full grace ultim hope 
-1	overemphat would-b wacki ultim tediou sex farc 
-1	mindless bore martial art gunplai too littl excit zero compel storylin 
1	end feel odd rest film 
-1	fridai after next kind film could onli made african-american becaus it broad racial insensit toward african-american 
1	though plot predict movi never feel formula becaus attent nuanc emot develop delic charact 
1	 emperor' new cloth begin simpl plan well least that' plan 
-1	hill look go through motion begin pale script 
1	frei assembl fascin profil deepli humanist artist who spite all he' wit remain surprisingli idealist retain extraordinari faith abil imag commun truth world around him 
-1	exhaust famili drama about porcelain empir just hard flick it subject matter 
-1	even it own ludicr term sum all fear gener littl narr momentum invit unflatt comparison other instal ryan seri 
-1	pivot narr point so ripe film can't help but go soft stinki 
-1	tire unnecessari retread stale copi pictur wasn't all great begin 
1	clint eastwood' blood work lot like well-mad pb& j sandwich : familiar fairli unev boast no real surpris � but still quit tasti invit all same 
1	not far beneath surfac reconfigur tale ask disturb question about those thing we expect militari epic 
-1	overal vibe druggi self-indulg like spring-break orgi pretenti art major 
1	parker hold true wilde' own vision pure comedi absolut no mean no desir anyth but polish sophist entertain love it own clever 
-1	dreari highli annoi 'some body' will appeal no on 
-1	it' bizarr curios memor mainli wai fritter awai it potenti interest subject matter via banal script unimpress act indiffer direct 
1	friski fresh romant comedi expor sexual polit challeng friendship between women 
1	all plai out like high-end john hugh comedi kind elder bueller' time out 
1	move stark remind casualti war reach much further we imagin 
1	'alice' adventur through look glass zombie-land' fill strang wonder creatur 
-1	film virtual choke it own self-consci 
1	veret� ha whip-smart sens narr bluff 
-1	 abandon will leav you want abandon theater 
1	while regard 1967 kei turn point 20th centuri return again again imag dissid street it' alarmingli current 
-1	rare ha leukemia look so shimmer benign 
1	movie' quiet affirm neighborhood valu give honest lived-in glow 
-1	movi virtual without context -- journalist histor what' wors pelosi know 
1	ha lot virtu eastwood hi best 
1	hi u s debut mr schnitzler prove himself deft pace master stylist 
1	cho continu her explor outer limit raunch consider brio 
1	it best guard resent betti manipul yet needi margot front center 
-1	gussi up so mani distract special effect visual parti trick it' not clear whether we'r suppos shriek laugh 
-1	even if britnei spear realli cute her movi realli bad 
-1	name allegedli inspir easili market flick emperor' club turn blind ey veri histori pretend teach 
-1	our cultur head down toilet feroc frozen burrito after all-night tequila bender � i know becaus i'v seen 'jackass : movi '
-1	 movi just plain old monster 
-1	grand fart come director begin resembl someone' crazi french grandfath 
1	rare 'urban comedy' even attempt insight honesti disarm indi 
1	assur vital well wrought film arguabl most accomplish work date hong kong' versatil stanlei kwan 
1	it' beauti film full elabor twist charact - it' also pretti funni 
-1	no on involv save dash show slightest aptitud act script credit director abdul malik abbott ernest 'tron' anderson seem entir improvis 
1	it metaphor opaqu enough avoid didactic film succe emotion access almost mystic work 
-1	bare manag but few second over it seemingli etern run time piqu your interest your imagin your empathi anyth realli save your disgust your indiffer 
-1	bit too deriv stand it own psycholog thriller purport 
-1	sunk wai too much indulg scene-chew teeth-gnash actorli 
1	emotion spiritu compel journei seen through right ey right actor kind visual flair show what great cinema realli do 
1	 rogers' mouth never stop shut about war between sex how win battl 
-1	soror boi bad cruel take everi potenti laugh stiletto-stomp life out 
1	hail clever exercis neo-hitchcockian clever veri satisfi pictur more accur chabrolian 
-1	it' documentari sai altern sexual meant set you free mai requir so much relationship mainten celibaci start look good 
1	stori itself mostli told through on-camera interview sever survivor whose rivet memori render such clariti it' if all happen onli yesterdai 
1	cho' fearless pick apart human foibl not afraid lai her life bare front audienc her deliveri time flawless 
-1	onc 50 year old benigni appear titl charact we find ourselv long block wood come back 
1	best pierc brosnan jame bond film date 
1	spielberg' first real masterpiec deserv all heart won -- win still 20 year later 
1	ingenu parker displai freshen plai almost class wild himself 
-1	what would jesu do if he film director ? he'd creat movi better 
-1	noth here seem funni did analyz not even joe viterelli de niro' right-hand goombah 
1	while plot follow predict connect-the-dot cours director john schultz color pictur some evoc shade 
1	version doe justic both stevenson sci-fi genr 
-1	come uncomfort close coast tread bicycl thief 
-1	watch queen damn like read research paper special effect toss 
-1	except mccoist player don't have clue park act isn't much better 
-1	santa claus 2' plot mai sound like co-written mattel execut lobbyist tinsel industri 
-1	film afford us intrigu glimps insight glean lifetim spiritu inquiri but ram dass : fierc grace doesn't organ ani particular insight 
1	it modest straight-ahead standard undisput score direct hit 
1	[reynolds] take classic stori cast attract talent actor us magnific landscap creat featur film wickedli fun watch 
1	most it footag new thriller prove director m night shyamalan weav eeri spell mel gibson gasp shudder even trembl without lose hi machismo 
-1	first good then bothersom excel act direct 
-1	ambiti naturalist albeit half-bak drama about abus inner-c autist teen 
-1	good few unintent laugh extrem op obvious made xxx crowd peopl who enjoi mindless action without benefit decent act write direct 
-1	it' tough tell more abund suppli woefulli hacknei movi direct scott kalvert about street gang turf war 1958 brooklyn -- stale clich gratuit violenc empti machismo 
1	we see wheel turn we might resent sometim but still nice littl pictur made bright friendli soul lot good cheer 
1	tone rueful compass reverber throughout film whose mean impact sadli heighten current world event 
-1	doesn't deliv great stori nor action grip past seagal film 
-1	dreari incoher self-indulg mess movi bunch pompou windbag drone inan two hour cacophoni pretenti meaningless prattl 
-1	collater damag despit it alleg provoc post-9/11 antiqu end it star it attitud it oblivi 
1	what set ms birot' film apart other genr greater attent parent -- particularli fate father -- emot evolut two bewitch adolesc 
1	there' plenti impress about e t 
1	parris' perform credibl remark matur 
-1	if legendari shlockmeist ed wood had ever made movi about vampir probabl would look lot like alarm product adapt ann rice' novel vampir chronicl 
-1	it' fitfulli funni but never realli take off 
-1	reality-snub hodgepodg 
-1	pretenti mess 
1	smart alert thirteen convers about on thing small gem 
1	return never land mai anoth shameless attempt disnei rake dough babi boomer famili but it' not half-bad 
-1	despit evoc aesthet evinc hollow state modern love life film never percol beyond monoton whine 
1	it' visual delight decent popcorn adventur long you don't try look too deep stori
1	ha it fault but kind unapologet sweetheart movi mandi moor leav posit impress 
1	occasion funni alwai veri color enjoy overblown tradit almod�var style 
1	prove quit compel intens brood charact studi 
-1	contain few big laugh but mani more graze funni bone miss altogeth part becaus conscious dumbed-down approach wear thin 
-1	stori alon could forc you scratch hole your head 
-1	fessenden continu do interest work would nice see what he could make decent budget but problem wendigo all it effect moment isn't realli on resourc 
-1	shafer' featur doesn't offer much term plot act 
-1	lack substanc soul crossroad come up shorter britney' cutoff 
-1	doesn't quit deserv gong but more fascin act confess danger mind 
1	stand on year' most intrigu movi experi let it imageri speak while forc you ponder anew what movi 
-1	it' anoth stale kill-by-numb flick complet blade-thin charact terribl pun-laden dialogu 
1	film' centr precis layer perform actor hi mid-seventi michel piccoli 
1	' film' consid approach it subject matter too calm thought agitprop thin it character make failur straight drama '
-1	such horribl movi could have sprung such great on on year' worst cinemat tragedi 
1	on scarc need subtitl enjoi color action farc 
1	who audienc cleti tout ? anybodi who enjoi quirki fun popcorn movi touch silli littl bloodsh 
1	movi ha no respect law polit correct common decenc but displai someth more import : respect it flaw crazi peopl 
1	i complain all time about see same idea repeat film over over again but bourn ident prove fresh take alwai possibl 
1	arguabl best script besson ha written year 
-1	there' not fresh idea core tale 
1	thank small star big heart famili film sequel plenti fun all 
1	if you grew up scoobi -- you'll love movi matthew lillard born plai shaggi ! 
1	what bubbl up out john c walsh' pipe dream distinct veri welcom sens watch intellig peopl make movi thei might actual want watch 
-1	take certain kind horror movi qualifi 'wors expect ' but ghost ship somehow manag do exactli 
-1	thing look like made-for-home-video quicki 
-1	feature-length r-rate road-trip version mama' famili 
-1	it' brilliant honest perform nicholson but film agon bore except fantast kathi bate turn up bravado kathi ! 
1	m� sarc�stica divertida y demenci que su predecesora es un buen ejemplo de lo que es el cine de entretenimiento puro y sin complejo 
-1	lanie' profession success mean she must failur life becaus she' driven ambit doesn't know how have fun 
-1	film' hero bore hi innoc soon becom question kind inexcus dumb innoc 
1	deep intellig warm envelop affect breath out everi frame 
1	sentiment clich mar otherwis excel film power perform mel gibson brutal 90-minut battl sequenc doe everyth but issu you dog-tag m-16 
1	music make nice album food entic itali beckon us all 
-1	hyster yet humorless disquisit thin line between suck face liter suck face 
-1	morrissette' script direct show fair amount intellig wit -- but doesn't signifi whole lot either 
-1	it' if you'r watch movi made 1978 but not releas then becaus so weak ha unearth releas now ha becom even weaker 
1	enthral aesthet experi on that' steep mysteri ravish baroqu beauti 
1	it' fine focus piec work reopen interest controversi never succumb sensation 
1	if you get past taboo subject matter will well worth your time 
1	time machin journei back your childhood care melt awai dark theater film had abil mesmer astonish entertain 
1	gag often stitch 
1	lathan digg have consider person charm their screen rapport make old stori seem new 
1	even if you have no interest gang-infest east-v -west coast rap war modern mob music drama never fail fascin 
1	modest pleasur accomplish it goal eas confid 
1	like south-of-the-bord melros place 
1	just over hour home movi will leav you want more not mention leav you some laugh smile your face 
-1	lack gravita macdowel placehold grief ergo sloppi drama empti vessel leav these flower unpick -- they'r dead vine 
1	like ani good romanc son bride prove it' never too late learn 
-1	 plot hole so larg obviou march band might well stomp through them clown cloth plai colleg footbal fight song untun instrument 
1	i like freedom watch stunt crude fast-pac insan 
1	both flaw delai martin scorcese' gang new york still emerg hi most vital work sinc goodfella 
-1	witless utterli pointless 
-1	ha air surprisingli juvenil lark pop-influenc prank whose charm immedi appar wear thin repetit 
1	mesmer perform lead keep film ground keep audienc rivet 
1	veri predict but still entertain
-1	purport hollywood satir but wind up kind film should target someth deeper more engag oh more entertain too 
1	well-mad thriller certain level intellig non-reactionari moral 
-1	ben affleck jack ryan tom clancy' intrepid hero ? ridicul what' next ? d j quall indiana jone ? tom green han solo ? 
-1	good-look but ultim pointless polit thriller plenti action almost no substanc 
-1	bear even wors i imagin movi ever could 
-1	forget psycholog 101 studi romant obsess just watch process costum castl won't seem like such bore 
1	it' good film but fall short it aspir true 'epic' 
-1	no such thing sort minimalist beauti beast but case beast should definit get top bill robert john burk monster horn steal show 
1	what redeem film cast particularli ya-ya themselv 
-1	town ha kind authent feel but each on these peopl stand out everybodi els background just seem manufactur me artifici 
1	old-fashion scari movi on reli linger terror punctuat sudden shock not constant bloodsh punctuat fly gut 
1	gentl compassion drama about grief heal 
1	but even two-wrongs-make-a-right chemistri between joli burn otherwis appeal pictur lose it soul screenwrit dummi conform 
1	where bowl columbin it most valuabl it examin america' cultur fear root caus gun violenc 
1	it' sober particularli if anyon still think conflict resolv easili soon 
-1	those who manag avoid deconstructionist theoriz french philosoph jacqu derrida colleg now take 85-minut brush-up cours documentari derrida you do someth fun tonight 
-1	inexperienc director mehta ha much learn 
1	unfold seri achronolog vignett whose cumul effect chill 
1	although tender touch movi would have benefit littl more dramat tension some more edit 
-1	sheridan smooth over sourc conflict could have lent film bit more depth 
1	on those terrif documentari collect bunch peopl who enthusiast about someth then figur out how make us share their enthusiasm 
-1	plai like glossi melodrama occasion verg camp 
-1	kim ki-deok seem have mind ( emotion least ) adolesc audienc demand regular shock bout bare defens sexual violenc keep interest 
-1	halfwai through howev have suck dry undead action flick formula blade ii mutat gross-out monster movi effect more silli scari 
1	expand limit what film take us live women whom we might not give second look if we pass them street 
-1	cacoyannis' vision far less matur interpret plai call piti sympathi anachronist phantasm haunt imagin glori their own past 
1	it' not wallow hormon melodrama real women have curv sweet honest enjoy comedy-drama about young woman who want mani thing life but fear she'll becom her mother befor she get fulfil her dream 
-1	there' heavi stench 'been done that' hang over film it' everyth you'd expect -- but noth more 
-1	film rehash sever old theme cap pointless extrem -- it' insan violent veri graphic 
-1	full kind obnoxi chitchat onli self-awar neurot engag 
1	illumin if overli talki documentari 
1	it' not life-affirm � it vulgar mean but i like 
-1	there' reason studio didn't offer advanc screen adventur pluto nash big time stinker 
-1	stori bogu it charact tissue-thin 
-1	aan opportun wast 
1	unfortun appear [jackie] chan' us influenc start show hi hong kong film 
1	small gem movi defi classif thought-provok funni scari sad 
-1	milieu wholli unconvinc histrion reach truli annoi pitch 
-1	end weight water come resembl kind soft-cor twaddl you'd expect see showtime' 'red shoe diari '
-1	anoth in-your-fac wallow lower depth made peopl who have never sung those blue 
-1	there' epic here but you have put togeth yourself 
1	what' so fun about silli outrag ingeni thriller director' talent watch brian depalma movi like watch alfr hitchcock movi after drink twelv beer 
1	messag even most unlik link togeth conquer all kind obstacl whether thei natur man on anoth 
-1	broad melodramat estrogen opera that' pretti toxic it own right 
1	rara avi : intellig romant comedi actual idea it mind 
-1	 bland pretenti mess 
-1	press delet kei 
-1	what begin brightli get bog down over 140 minut 
-1	complet predict plot you'll swear you'v seen all befor even if you'v never come within mile longest yard 
-1	spirit visual treat take chanc bold studio standard but lack strong narr 
1	univers theme becom better person through love ha never film more irresist 'baran '
1	some movi like tasti hors-d'oeuvr ; on feast 
-1	everi good actor need do hi her own hamlet benigni wasn't shakespear whom he want defin hi career but pinocchio might well have problem child iv 
-1	i can't rememb last time i saw audienc laugh so much dure movi but there' onli on problem�it' suppos drama 
1	kind attent concern hoffman bring hi charact if he ha give them privat lesson now time their first public recit 
-1	tri too hard overreach logic it own world 
-1	make some truli odd time confus kid entertain but least time there' some center storytel go along all weird stuff 
-1	like it titl charact esther kahn unusu but unfortun also irrit 
1	rollick ride jaw-drop action sequenc strike villain gorgeou color palett astound technolog stir music boffo last hour lead up strang sinist happi end 
1	pleas often-funni comedi 
1	moonlight mile doesn't quit go distanc but cast impress thei all give life these broken charact who try make their wai through tragedi 
1	faith without be forc sad without be shrill walk rememb succe through sincer 
1	it' unlik we'll see better thriller year 
1	spielberg ha manag marri scienc fiction film noir action flick philosoph inquiri 
-1	journalist dubiou inept often lethal dull 
1	it' stylishli direct verv 
1	much ladi duke about quiet decis moment between member cultur elit thei determin how proce world implod 
-1	script becom lifeless fall apart like cheap lawn chair 
1	surprisingli insight
-1	while new film much more eye-catch it blood-drench stephen norrington-direct predecessor new script return david s goyer much sillier 
-1	what onc origin ha co-opt so frequent now seem pedestrian 
1	most compel perform year add substanti depth shock testament anti-semit neo-fasc 
-1	murder number like coupl mediocr tv-movi -of-the-week film clumsili stuck togeth 
-1	what captur dure conceptu process doesn't add up suffici explan what final danc work select becam it final form 
-1	film make strong argument regard social statu america' indigen peopl but realli onli exist try ek out emot tug heart on fail get 
1	bogdanovich tantal offer peep show live era' creme de la celluloid 
-1	 surprisingli inert movi main charact travel back forth between epoch 
-1	trivial where should profound hyper-clich where should sincer 
1	gondry' direct adequ but what give human natur it uniqu feel kaufman' script 
1	if you come famili eat meddl argu laugh kibbitz fight togeth then go see delight comedi 
1	campanella' compet direct hi excel cast overcom obstacl predict outcom screenplai gloss over rafael' evolut 
1	beauti entertain two hour you get idea though kapur intend film more 
-1	film take materi human tragedi dress them love costum southern california locat star power 
-1	'dragonfly' movi about bu wreck turn film wreck 
1	moodi multi-dimension love stori sci-fi mysteri solari thought-provok haunt film allow seed imagin germin 
-1	my own minor report stink 
-1	why you mai ask why should you bui movi milk tv cow free ? there' no good answer on 
1	ha capabl effect chang inspir hope 
-1	shot like postcard overact all boozi self-indulg bring out worst otherwis talent actor 
-1	there' someth deepli creepi about never again new arrow schaeffer' quiver ineptitud 
1	much smarter more attent first set out 
1	well-don supernatur thriller keen insight parapsycholog phenomena soul nuanc griev process 
1	stylist romp that' alwai fun watch 
1	beautifulli produc 
1	cube' charisma chemistri compens corni clich 
-1	perfect exampl rancid well-intent but shamelessli manipul movi make 
1	real-lif hollywood fairy-tal more engag usual fantasi hollywood produc 
-1	stunt work top-notch ; dialogu drama often food-spittingli funni 
-1	despit it promis cast charact big troubl remain loos ti seri vignett onli prove 'zany' doesn't necessarili mean 'funni '
-1	sham construct base theori sleight-of-hand ill-wrought hypothesi 
1	lace liber dose dark humor gorgeou exterior photographi stable-ful solid perform no such thing fascin littl tale 
-1	it' mindless junk like make you appreci origin romant comedi like punch-drunk love 
-1	let' cut consumer-advic bottom line : stai home 
1	uplift near-masterpiec 
1	full frontal antidot soderbergh fan who think he' gone too commerci sinc hi two oscar nomin film 2000
-1	stale clich�d fault 
1	morvern callar confirm lynn ramsai import origin talent intern cinema 
-1	zigzag might have richer more observ if less dens plot 
1	filmmak david weissman bill weber benefit enorm cockettes' camera crazi -- not onli did thei film perform but thei did same home 
-1	although sensit fault it' often overwritten surfeit weighti revel floweri dialogu nostalgia past road not taken 
1	true tale courag -- complic -- auschwitz harrow drama tri tell unspeak 
1	so pure enjoy you might not even notic it' fairli straightforward remak hollywood comedi such father bride 
-1	chao chen kaige' assist year china he ha not learnt storytel what movi about 
-1	troubl thing about clockstopp doesn't make ani sens 
-1	if idea white man arriv foreign shore show wari nativ true light abhorr you simplist heaven will quit like more like hell 
1	uno de lo policial m� interesant de lo �ltimo tiempo 
-1	cower beg feet scruffi giannini madonna give her best perform sinc abel ferrara had her beaten pulp hi danger game 
1	make case strong educ good teacher be more valuabl wai thei help increas averag student' self-esteem not strictli knowledg impart 
-1	film grossli contradictori convei it social messag if inde on 
1	classic cinema serv up heart humor
1	enjoy if occasion flaw experi 
-1	enough throwawai refer faith rainbow plant smile-button face segment populac made walk rememb nich hit 
-1	you see where big bad love try go but never quit get 
-1	take awai controversi it' not much more watchabl mexican soap opera 
1	i had dream smart comedi would come along rescu me summer teen-driven toilet-humor codswallop it name earnest 
-1	offer littl beyond momentari joi pretti weightless intellectu entertain 
1	 mothman propheci difficult film shake your conscienc night fall 
1	brilliant absurd collect vignett their own idiosyncrat wai sum up strang horror life new millennium 
1	all actor good paulin & paulett but van der groen describ 'belgium' nation treasur ' especi terrif paulin 
1	cold nervi memor 
-1	there' persist theatric sentiment woozi qualiti manner storytel undercut devastatingli tell impact utter loss personifi film' simpl titl 
-1	 what banal bore preachi circuit turn out
1	much credit must given water-camera oper team don king sonni miller michael stewart their work fantast 
-1	unbeliev stupid film though occasion fun enough make you forget it absurd 
-1	spain' greatest star wattag doesn't overcom tumult maudlin tragedi 
-1	mr deed not realli film much loos collect not-so-funni gag scatter moment lazi humor 
-1	it' hard tell all crash bang where salesmanship end movi begin 
-1	there' not much go movi unless you simpli decid bui notion someth inexplic strang onc happen point pleasant 
-1	told scatter fashion movi onli intermitt live up stori face music men who it subject 
1	you walk out good girl mix emot � disapprov justin combin ting understand her action 
1	godard ha never made more sheerli beauti film unexpectedli move medit love histori memori resist artist transcend 
-1	few thing more frustrat film buff see otherwis good movi mar beyond redempt disastr end 
1	level matur displai 33-year-old first-tim featur director astonish consid her inexperi her subject matter 
-1	if cinema i pledg allegi cagnei lacei 
-1	more trifl triumph 
-1	�a big baggi sprawl carniv movi stretch out befor us littl rhyme reason 
1	honest sensit stori vietnames point view 
-1	if shayamalan want tell stori about man who lose hi faith why didn't he just do instead us bad sci-fi window dress ? 
1	worth effort watch 
-1	empir can't make up it mind whether want gangster flick art film doesn't work either 
1	stand document what felt like new yorker -- realli human be -- week after 9/11 
-1	'punch-drunk love so convinc it own brillianc if person you'd want smash it face '
-1	so mani merchandised-to-the-max movi type more time appear have gone recruit right band playlist costum star script ha hand smart joke not much els 
-1	glossi knock-off b-movi reveng flick 
-1	did film inform educ me ? ye did move me care about what happen 1915 armenia ? no where ararat went astrai 
1	if s&m seem like strang rout true love mayb but it' film' ( it makers' ) credit we believ that' exactli what these two peopl need find each other -- themselv 
1	 punch-drunk love littl like chocol milk moustach 
-1	put somewher between sling blade south heaven west hell pantheon billi bob' bodi work 
1	it' remark solid subtli satir tour de forc 
-1	compendium solondz' own worst instinct under 90 minut 
-1	sheridan painfulli bad fourth-rat jim carrei who doesn't understand differ between dumb fun just plain dumb 
1	budget affair expos gener sad exist bedouin while provid preciou twinkl insight their live 
-1	re-do so dumb so exploit it violenc iron becom everyth rather clumsi origin rail against 
-1	too much power not enough puff 
1	even bigger more ambiti first instal spy kid 2 look if made highli gift 12-year-old instead grown man 
1	cut right through b s give big middle-fing shut up those who talk up what noth more two gui beat hell outta on anoth 
1	smart fun but far more witti wise 
-1	film weigh down support charact who either too goodli wise know downright comic evil 
-1	calcul swill 
-1	well-mean but inert 
-1	it' mildli interest ponder peculiar american style justic plai out here but it' so muddl deriv few will bother think all through 
-1	troll cult section your local video store real deal 
1	enrich strong unforc support cast 
1	watch war photograph you come believ nachtwei hate war he show empath victim he reveal 
-1	movi ha gener virtu despit lot involv talent seem done number 
-1	not charact movi shred plausibl not event believ not confront not stage not moment not fals 
-1	crossroad feel like teenybopp ed wood film replet pubesc scandal innuendo high-strung but flaccid drama 
1	absurdist spider web 
1	it'll probabl best most matur comedi 2002 summer season speak more season pictur
1	gai straight kiss jessica stein on greatest date movi year 
-1	like those rome all road banger sister inevit lead joke about hawn' breast constantli threaten upstag woman sport them 
1	moretti' compel anatomi grief difficult process adapt loss 
-1	children' film truest sens it' pack adventur worthwhil environment messag so it' great kid parent other hand will ahead plot all time isn't enough clever innuendo fil
-1	how do you make movi depth about man who lack ani ? evid befor us answer clear : not easili end not well enough 
1	if you enjoi more thought comedi interest conflict charact ; on you 
-1	made me realiz we realli haven't had good cheesi b-movi plai theater sinc well sinc last week' reign fire 
-1	too much well-act but danger slow thriller feel like preambl bigger more complic stori on never materi 
1	arliss howard' ambiti move adventur directori debut big bad love meet so mani challeng pose itself on forgiv film it flaw 
1	magic ( origin run time ) ac japanim hayao miyazaki' spirit awai surviv intact bv' re-voic version 
-1	even if you feel like you'v seen movi thousand time befor kind enjoy thank mainli belushi' easy-go likabl 
1	if big music number like 'prais lord he' god second chances' doesn't put you off will enjoy choic younger kid 
1	muddl splash bloodi beauti vivid ani scorses ha ever given us 
1	ha courag wonder about big question sincer devot risk seem slow pretenti becaus think gambl worth promis 
-1	how such cold movi claim express warmth long ? truth ha all heart porno flick ( but none sheer lust ) 
-1	notion delet emot peopl even advanc prozac nation so insan dysfunct rampantli design equilibrium becom concept doofu 
-1	often likabl but just often it' meander low energi too eager quirki moment littl old-fashion storytel would come handi 
-1	what' next ? porky' reveng : ultim edit ? 
1	party-hearti teen flick scald like acid 
-1	 perhap heaviest most joyless movi ever made about giant dragon take over world 
-1	if we don't demand standard qualiti art we choos we deserv trash we get 
1	'frailti start out like typic bibl killer stori but turn out significantli differ ( better ) most film theme 
1	while stoical deliv hokum hart' war never fun it' still worthi addit grow canon post-sav privat ryan tribut greatest gener 
1	if seem like minor miracl it septuagenarian star young enough nonagenarian filmmaker' son more incred still clear-ei bold quiet ironi actor director take life' urgent question 
1	captiv intim studi about dy love 
-1	ram dass fierc grace mould itself exampl up-and-com documentarian overlook pitfal such endeavour 
-1	johnson ha hi first film set himself task he not nearli up 
1	unusu dry-ei even analyt approach materi gener plai maximum moistur 
-1	i hate feel have slime name high art 
